Customers[Customer Key],Customers[Customer Name],Customers[Birth Date],Customers[Marital Status],Customers[Gender],Customers[Yearly Income],Customers[Total Children],Customers[Number of Children at Home],Customers[Education],Occupation,House Owner,Number of Cars Owned,Customer Type,Country,State
2889,"Brown, Ian",11-06-1967,S,M,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
2908,"Xie, Misty",2-22-1965,S,F,80000,3,3,Bachelors,Skilled Manual,1,1,Person,United States,Washington
2911,"Butler, Isabelle",03-09-1965,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
2912,"Kelly, Andrea",5-26-1965,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
3577,"Price, Anna",5-22-1968,S,F,60000,2,2,Bachelors,Skilled Manual,0,0,Person,United States,Washington
4490,"Thompson, Emily",7-26-1968,S,F,60000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
4493,"Long, Grace",10-19-1968,S,F,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
5083,"Zeng, Autumn",5-22-1968,S,F,70000,2,2,Bachelors,Skilled Manual,0,1,Person,United States,Washington
5105,"Hernandez, Jordan",11-04-1965,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
5109,"Howard, Bryce",6-24-1964,S,M,60000,4,2,Bachelors,Skilled Manual,0,2,Person,United States,Washington
5990,"Richardson, Emma",9-20-1965,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
5992,"Henderson, Brianna",9-21-1964,S,F,60000,4,4,Bachelors,Skilled Manual,1,2,Person,United States,Washington
5999,"Lopez, Jennifer",07-11-1964,S,F,60000,4,2,Bachelors,Skilled Manual,0,2,Person,United States,Washington
6002,"Moore, Ashley",09-02-1963,S,F,70000,4,2,Bachelors,Skilled Manual,0,2,Person,United States,Washington
6584,"Cook, Stephanie",7-17-1968,S,F,70000,2,2,Bachelors,Skilled Manual,0,1,Person,United States,Washington
6597,"Vazquez, Adrienne",11-06-1966,S,F,60000,3,3,Bachelors,Skilled Manual,1,1,Person,United States,Washington
6598,"Diaz, Sarah",07-11-1966,S,F,60000,3,3,Bachelors,Skilled Manual,1,1,Person,United States,Washington
6613,"Parker, Courtney",4-24-1965,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
6617,"Weisman, Daniel",9-16-1964,S,M,60000,4,4,Bachelors,Skilled Manual,0,2,Person,United States,Washington
6619,"Liu, Ramon",9-15-1964,M,M,60000,4,4,Bachelors,Skilled Manual,1,3,Person,United States,Washington
7594,"Martinez, Sydney",07-03-1965,S,F,80000,3,3,Bachelors,Skilled Manual,0,2,Person,United States,Washington
7606,"Wright, David",11-16-1964,S,M,60000,4,2,Bachelors,Skilled Manual,1,2,Person,United States,Washington
7607,"Green, Wyatt",10-25-1964,S,M,60000,4,2,Bachelors,Skilled Manual,1,2,Person,United States,Washington
8144,"Long, Lauren",07-10-1965,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
8152,"Cooper, Ian",8-17-1964,S,M,60000,4,4,Bachelors,Skilled Manual,1,2,Person,United States,Washington
8155,"Sotelo, William",1-13-1964,M,F,60000,4,4,Bachelors,Skilled Manual,1,3,Person,United States,Washington
8158,"Thompson, Eduardo",12-26-1964,S,M,60000,4,2,Bachelors,Skilled Manual,0,2,Person,United States,Washington
8997,"She, Grant",5-13-1968,S,M,70000,2,2,Bachelors,Skilled Manual,0,1,Person,United States,Washington
9019,"Gray, Lauren",2-13-1965,M,F,80000,3,3,Bachelors,Skilled Manual,1,1,Person,United States,Washington
9020,"Diaz, Brittany",10-21-1965,M,F,80000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
9033,"Walker, Marcus",03-11-1964,S,M,60000,4,2,Bachelors,Skilled Manual,1,2,Person,United States,Washington
9665,"Watson, Isaiah",5-23-1968,M,M,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
9668,"Pal, Jodi",12-27-1968,S,F,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
10591,"Gonzales, Taylor",11-07-1970,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
10593,"Reed, Christina",3-21-1970,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
10603,"Malhotra, Manuel",12-25-1968,M,M,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
10604,"Barnes, Seth",6-20-1968,M,M,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
10640,"Wilson, Anthony",3-26-1964,M,M,60000,4,4,Bachelors,Skilled Manual,1,3,Person,United States,Washington
10646,"Alexander, Spencer",08-07-1964,M,M,60000,4,2,Bachelors,Skilled Manual,1,2,Person,United States,Washington
11241,"Powell, Miguel",9-21-1970,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
11242,"Washington, Alexandria",07-02-1970,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
11243,"Walker, Cameron",12-27-1970,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
11264,"Blue, Patrick",5-27-1966,M,M,60000,3,3,Bachelors,Skilled Manual,1,0,Person,United States,Washington
12149,"Ross, Nathan",7-27-1970,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
12168,"Jenkins, Hailey",07-06-1968,S,F,70000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
12170,"Andersen, Corey",05-07-1968,S,M,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
12180,"Phillips, Jordan",2-22-1966,M,M,60000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
12368,"Ramirez, Haley",9-26-1964,M,F,60000,4,4,Bachelors,Skilled Manual,1,2,Person,United States,Washington
12845,"Gonzales, Alexandra",05-01-1969,S,F,60000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
12861,"Long, Eric",03-07-1968,M,M,70000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
12876,"Green, Sean",5-20-1966,M,M,60000,3,3,Bachelors,Skilled Manual,1,0,Person,United States,Washington
13328,"Rogers, Evan",10-08-1964,M,M,60000,4,2,Bachelors,Skilled Manual,1,2,Person,United States,Washington
13786,"Morris, Cody",2-28-1970,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
13788,"Watson, Andrea",12-25-1970,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
13789,"Bennett, Ashley",10-02-1970,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
13792,"Ortega, Teresa",5-25-1970,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
13798,"Flores, Dylan",11-05-1969,S,M,60000,2,2,Bachelors,Skilled Manual,0,0,Person,United States,Washington
13799,"Moreno, Lawrence",5-27-1969,S,M,60000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
14070,"Ortega, Lori",11-02-1964,M,F,60000,4,4,Bachelors,Skilled Manual,1,3,Person,United States,Washington
14384,"Walker, Nathan",03-11-1970,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
14393,"Moore, Joseph",10-04-1969,S,M,60000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
14406,"Wagner, Brandon",4-17-1968,M,M,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
14971,"James, Hailey",9-13-1964,S,F,60000,4,2,Bachelors,Skilled Manual,0,2,Person,United States,Washington
15309,"Kelly, Sara",9-17-1969,S,F,60000,2,2,Bachelors,Skilled Manual,0,0,Person,United States,Washington
15598,"Lewis, Madison",01-05-1964,S,F,60000,4,4,Bachelors,Skilled Manual,0,2,Person,United States,Washington
15599,"Adams, Charles",03-02-1964,S,M,60000,4,4,Bachelors,Skilled Manual,1,2,Person,United States,Washington
16084,"Perry, Kevin",02-02-1970,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
16087,"Howard, Lauren",01-04-1970,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
16090,"Garcia, Janelle",8-18-1969,S,F,60000,2,2,Bachelors,Skilled Manual,0,0,Person,United States,Washington
16097,"Watson, Chase",11-19-1968,M,M,70000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
16098,"Gonzales, Kaitlyn",3-22-1968,M,F,70000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
16099,"Wilson, Sarah",6-16-1968,M,F,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
16262,"Chande, Omar",7-18-1970,M,M,40000,1,1,Bachelors,Skilled Manual,0,1,Person,United States,Washington
16263,"Hill, Courtney",10-04-1970,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
16265,"Clark, Jacob",11-04-1969,S,M,60000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
16280,"Brooks, Katelyn",7-15-1968,S,F,70000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
16291,"Evans, Marcus",2-14-1966,M,M,80000,3,3,Bachelors,Skilled Manual,1,0,Person,United States,Washington
16292,"Mehta, Bobby",7-25-1966,S,M,80000,3,3,Bachelors,Skilled Manual,0,1,Person,United States,Washington
16533,"Flores, Kaitlyn",04-05-1964,S,F,60000,4,4,Bachelors,Skilled Manual,1,2,Person,United States,Washington
17149,"Zhao, Jon",2-19-1964,S,M,60000,4,4,Bachelors,Skilled Manual,0,3,Person,United States,Washington
17656,"Smith, Devin",12-02-1969,M,M,60000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
17666,"Anand, Donna",03-05-1968,M,F,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
17667,"Zhu, Kelvin",10-21-1968,M,M,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
17678,"Tang, Damien",8-13-1966,S,M,80000,3,3,Bachelors,Skilled Manual,1,0,Person,United States,Washington
17679,"Adams, Ben",05-03-1966,S,M,80000,3,3,Bachelors,Skilled Manual,0,1,Person,United States,Washington
17821,"Alvarez, Naomi",7-20-1972,M,F,60000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
17822,"Jackson, Blake",7-20-1972,M,M,60000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
17823,"Alexander, Amanda",7-19-1972,M,F,60000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
17831,"Smith, Matthew",6-23-1970,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
17834,"Harris, Abigail",11-03-1969,M,F,60000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
17846,"Simmons, Kaitlyn",11-07-1968,S,F,70000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
17857,"Wang, Luke",6-21-1967,M,M,60000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
18135,"Dominguez, Pedro",3-16-1964,M,M,60000,4,4,Bachelors,Skilled Manual,0,3,Person,United States,Washington
644,"Munoz, Naomi",7-27-1970,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
697,"Campbell, Mackenzie",04-05-1964,S,F,50000,5,5,Bachelors,Skilled Manual,1,3,Person,United States,Washington
843,"Wilson, Justin",10-04-1964,S,M,50000,4,4,Bachelors,Skilled Manual,1,3,Person,United States,Washington
849,"Lewis, Joshua",2-28-1964,M,M,50000,4,2,Bachelors,Skilled Manual,1,2,Person,United States,Washington
2868,"Griffin, Luke",9-26-1970,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
3376,"Moore, Alexandra",05-12-1970,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
3559,"Truempy, Marcel",11-12-1970,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
3564,"Carter, Fernando",9-24-1969,M,M,50000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
3589,"Taylor, Alexander",7-22-1967,S,M,50000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
3609,"Gao, Warren",02-04-1964,M,M,50000,4,4,Bachelors,Skilled Manual,1,3,Person,United States,Washington
3611,"Jenkins, Lauren",3-24-1964,S,F,50000,5,5,Bachelors,Skilled Manual,1,3,Person,United States,Washington
4299,"Chandra, Joe",09-11-1972,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
4473,"Torres, Jennifer",10-18-1969,S,F,50000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
4504,"James, Caitlin",8-26-1967,S,F,50000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
4505,"James, Jared",04-02-1967,S,M,50000,2,2,Bachelors,Skilled Manual,0,1,Person,United States,Washington
5063,"Johnson, Katherine",06-09-1970,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
5068,"Butler, Maria",4-20-1969,S,F,50000,2,2,Bachelors,Skilled Manual,0,0,Person,United States,Washington
5069,"Shen, Jerry",03-03-1969,S,M,50000,2,2,Bachelors,Skilled Manual,0,0,Person,United States,Washington
5108,"Edwards, Jordan",4-20-1964,S,F,50000,4,4,Bachelors,Skilled Manual,1,2,Person,United States,Washington
5777,"Lewis, Dalton",3-22-1970,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
5952,"Bennett, Cassidy",10-02-1970,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
5957,"Flores, Austin",01-09-1969,M,M,50000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
5971,"Foster, Katherine",8-16-1967,S,F,50000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
5972,"Bryant, Alexia",9-17-1967,S,F,50000,2,2,Bachelors,Skilled Manual,0,1,Person,United States,Washington
5975,"Rivera, Paige",6-28-1967,S,F,50000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
6390,"Butler, Abigail",11-06-1972,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
6565,"West, Julia",06-12-1970,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
6566,"Murphy, Alexandra",12-23-1970,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
6576,"Brown, Marcus",12-14-1969,S,M,50000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
7552,"Hall, Chloe",04-05-1970,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
8683,"Kumar, Eric",08-07-1972,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
8986,"Ma, Tamara",9-24-1969,S,F,50000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
9653,"Scott, Amanda",01-06-1970,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
9675,"Butler, Samuel",2-26-1967,S,M,50000,2,2,Bachelors,Skilled Manual,0,1,Person,United States,Washington
9689,"Ramirez, Steven",09-11-1965,M,M,50000,3,3,Bachelors,Skilled Manual,1,1,Person,United States,Washington
9690,"Green, Connor",07-08-1965,M,M,50000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
10585,"Bryant, Gavin",02-03-1972,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
10631,"Jenkins, Faith",03-09-1965,M,F,50000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
10634,"Zhang, Cameron",7-17-1965,M,M,50000,3,3,Bachelors,Skilled Manual,1,3,Person,United States,Washington
10635,"Cook, Arianna",5-25-1965,M,F,50000,3,3,Bachelors,Skilled Manual,1,3,Person,United States,Washington
11245,"Howard, Shelby",5-18-1969,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,Person,United States,Washington
12144,"Phillips, Jada",3-25-1972,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
12145,"Alexander, Zachary",05-02-1972,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
12155,"Phillips, Connor",9-27-1969,M,M,50000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
12179,"Morris, Dalton",6-23-1967,S,M,50000,2,2,Bachelors,Skilled Manual,0,1,Person,United States,Washington
12194,"Flores, Alexis",09-06-1965,M,F,50000,3,3,Bachelors,Skilled Manual,1,1,Person,United States,Washington
12200,"Hayes, Brandon",11-25-1965,M,M,50000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
12201,"Rodriguez, Grace",08-11-1965,M,F,50000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
12203,"Chandra, Terrance",11-17-1965,M,M,50000,3,3,Bachelors,Skilled Manual,1,3,Person,United States,Washington
12204,"Jenkins, Dalton",04-02-1965,S,M,50000,4,4,Bachelors,Skilled Manual,0,1,Person,United States,Washington
12833,"Ramirez, Alexandra",9-19-1972,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
12834,"Gonzales, Kevin",02-11-1972,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
12890,"Carter, Sean",4-27-1965,S,M,50000,3,3,Bachelors,Skilled Manual,0,2,Person,United States,Washington
12895,"Ramirez, Bryan",7-22-1965,M,M,50000,3,3,Bachelors,Skilled Manual,1,3,Person,United States,Washington
13827,"Powell, Richard",8-25-1965,M,M,50000,3,3,Bachelors,Skilled Manual,0,2,Person,United States,Washington
14380,"Young, Hailey",04-08-1972,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
14421,"Scott, Jordan",12-27-1967,M,F,50000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
14436,"Turner, Jennifer",3-25-1965,M,F,50000,3,3,Bachelors,Skilled Manual,1,1,Person,United States,Washington
14439,"Murphy, Lauren",10-25-1965,S,F,50000,3,3,Bachelors,Skilled Manual,0,2,Person,United States,Washington
15296,"Kapoor, Toni",1-22-1972,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
15297,"Simmons, Grace",6-23-1972,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
15299,"Peterson, Jasmine",01-11-1972,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
15331,"Diaz, Marcus",05-03-1967,S,M,50000,2,2,Bachelors,Skilled Manual,0,1,Person,United States,Washington
15332,"Powell, Melanie",09-04-1967,M,F,50000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
15348,"Raji, Alvin",12-02-1965,M,M,50000,3,3,Bachelors,Skilled Manual,1,3,Person,United States,Washington
15809,"Howard, Kimberly",1-26-1965,S,F,50000,3,3,Bachelors,Skilled Manual,1,1,Person,United States,Washington
16255,"Jimenez, Theodore",10-12-1972,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
16760,"Brooks, Alexandria",05-10-1965,S,F,50000,3,3,Bachelors,Skilled Manual,0,3,Person,United States,Washington
18349,"Bryant, Miguel",7-15-1965,M,M,50000,3,3,Bachelors,Skilled Manual,1,1,Person,United States,Washington
18354,"Gomez, Orlando",8-17-1965,M,M,50000,3,3,Bachelors,Skilled Manual,1,3,Person,United States,Washington
1145,"Jenkins, Kelly",11-10-1965,M,F,100000,4,1,Partial College,Professional,1,4,Person,United States,Washington
1146,"Butler, Brandon",10-04-1965,M,M,100000,4,1,Partial College,Professional,1,4,Person,United States,Washington
1162,"Rogers, Alexandria",03-08-1963,M,F,100000,5,2,Partial College,Professional,1,1,Person,United States,Washington
1168,"Stewart, Sebastian",9-21-1962,S,M,100000,1,2,Partial College,Professional,1,3,Person,United States,Washington
1186,"Patterson, Kaitlyn",7-27-1960,S,F,100000,0,3,Partial College,Professional,1,2,Person,United States,Washington
